,Month,Municipality,Offence group and specifier for criminal act,Information,value
1559,2013M04,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
1560,2013M05,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),447.0
1561,2013M05,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),289.0
1562,2013M05,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),77.0
1563,2013M05,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),48.0
1564,2013M05,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),16.0
1565,2013M05,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
1566,2013M05,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
1567,2013M05,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),11.0
1568,2013M05,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),2.0
1569,2013M05,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
1570,2013M05,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),81.0
1571,2013M05,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
1572,2013M05,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
1573,2013M05,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
1574,2013M05,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
1575,2013M05,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
1576,2013M05,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
1577,2013M05,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
1578,2013M05,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
1579,2013M05,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
1580,2013M05,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
1581,2013M05,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
1582,2013M05,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
1583,2013M05,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
1584,2013M05,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
1585,2013M05,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
1586,2013M05,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
1587,2013M05,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
1588,2013M05,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
1589,2013M05,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
1590,2013M06,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),306.0
1591,2013M06,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),188.0
1592,2013M06,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),79.0
1593,2013M06,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),53.0
1594,2013M06,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),12.0
1595,2013M06,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
1596,2013M06,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
1597,2013M06,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),13.0
1598,2013M06,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),1.0
1599,2013M06,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
1600,2013M06,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),39.0
1601,2013M06,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
1602,2013M06,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
1603,2013M06,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
1604,2013M06,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
1605,2013M06,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
1606,2013M06,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
1607,2013M06,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
1608,2013M06,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
1609,2013M06,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
1610,2013M06,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
1611,2013M06,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
1612,2013M06,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
1613,2013M06,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
1614,2013M06,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
1615,2013M06,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
1616,2013M06,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
1617,2013M06,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
1618,2013M06,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
1619,2013M06,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
1620,2013M07,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),255.0
1621,2013M07,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),108.0
1622,2013M07,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),112.0
1623,2013M07,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),67.0
1624,2013M07,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),24.0
1625,2013M07,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),1.0
1626,2013M07,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
1627,2013M07,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),20.0
1628,2013M07,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
1629,2013M07,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
1630,2013M07,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),35.0
1631,2013M07,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
1632,2013M07,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
1633,2013M07,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
1634,2013M07,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
1635,2013M07,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
1636,2013M07,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
1637,2013M07,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
1638,2013M07,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
1639,2013M07,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
1640,2013M07,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
1641,2013M07,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
1642,2013M07,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
1643,2013M07,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
1644,2013M07,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
1645,2013M07,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
1646,2013M07,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
1647,2013M07,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
1648,2013M07,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
1649,2013M07,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
1650,2013M08,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),239.0
1651,2013M08,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),106.0
1652,2013M08,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),85.0
1653,2013M08,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),54.0
1654,2013M08,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),12.0
1655,2013M08,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
1656,2013M08,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),1.0
1657,2013M08,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),18.0
1658,2013M08,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
1659,2013M08,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
1660,2013M08,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),48.0
1661,2013M08,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
1662,2013M08,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
1663,2013M08,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
1664,2013M08,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
1665,2013M08,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
1666,2013M08,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
1667,2013M08,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
1668,2013M08,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
1669,2013M08,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
1670,2013M08,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
